起点节点code,起点节点名称,终点节点id,终点节点名称,主体产业链关系,开始时间,结束时间,数据来源
2862373,江苏元泰智能科技股份有限公司,FB000730,灌装包装设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2868431,湖北合强机械发展股份有限公司,FB000700,生产设备与品控,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2500151,安顺新金秋科技股份有限公司,FB000100,农产品原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
521835,凯盛重工有限公司,FB000700,生产设备与品控,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1813202,扬州晨化新材料股份有限公司,FB000200,食品添加剂与配料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
528477,安徽商之都股份有限公司,FB000910,线下现代渠道,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
6646388,江苏丰禾科技发展有限公司,FB000400,食品制造,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1784668,福建思嘉环保材料科技有限公司,FB000300,包装材料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2843938,广东金兴机械股份有限公司,FB000700,生产设备与品控,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2843922,福建沃美综合物流股份有限公司,FB000800,冷链物流与仓储,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
6616460,比欧(浙江)食品工业有限公司,FB000400,食品制造,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
608888,北京二商集团有限责任公司,FB000400,食品制造,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1884858,金太阳粮油股份有限公司,FB000120,油料作物,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
8272571,广东乐生智能科技有限公司,FB000700,生产设备与品控,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
8139988,上海东润换热设备股份有限公司,FB000720,核心加工设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1848531,湖北新力大风车现代农业科技有限责任公司,FB000170,果蔬原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1885997,东莞市雄林新材料科技股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
3374936,广东雅琪生物科技股份有限公司,FB000240,乳化稳定剂与胶体,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
8304556,滨州海川生物科技股份有限公司,FB000210,甜味剂,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1735867,天津天伟食品有限公司,FB000400,食品制造,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1269245,津伦(天津)精密机械股份有限公司,FB000730,灌装包装设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1737686,北京天润康隆科技股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
7980064,广东正一包装有限公司,FB000350,复合软包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2978846,北京泰和佳科技股份有限公司,FB000850,冷链信息化追溯,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
6697772,内蒙古草原蒙福食品股份有限公司,FB000452,熟肉制品加工,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1790073,安徽金农生物技术有限公司,FB000260,酶制剂与发酵配料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
317029,长沙通程实业(集团)有限公司,FB000911,商超卖场,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
3306720,新疆吐鲁番果业有限公司,FB000171,果蔬汁原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
5050605,北京格瑞高科科技股份有限公司,FB000820,冷链仓储,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
6341534,河南丰源和普农牧股份有限公司,FB000140,畜禽产品,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
3368473,苏州富顺新型包装材料股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
525366,金鹰国际商贸集团(中国)有限公司,FB000911,商超卖场,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
3390887,安康荣泰农业科技股份有限公司,FB000120,油料作物,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
3390910,黑龙江省四宝生物科技股份有限公司,FB000150,水产品,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2856867,福建省平潭县远洋渔业集团有限公司,FB000150,水产品,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
521122,中国茶叶股份有限公司,FB000181,茶叶萃取原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1962483,广东顺德顺炎新材料股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
522206,黑龙江省维多宝食品股份有限公司,FB000171,果蔬汁原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1995818,广东三凯新材料股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2018987,福建盛达机器股份公司,FB000730,灌装包装设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
7578670,山东鲁中投资有限责任公司,FB000340,玻璃包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
317020,彩虹集团有限公司,FB000340,玻璃包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
354858,江西海源复合材料科技股份有限公司,FB000730,灌装包装设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
8002319,优趣汇控股有限公司,FB000910,线下现代渠道,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
8002319,优趣汇控股有限公司,FB000940,线上电商渠道,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
3390073,杭州博可生物科技股份有限公司,FB000250,营养强化剂,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
3385494,乐昌市沃府新材料有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
8154250,鲁山瑞亚牧业有限公司,FB000161,生鲜乳,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
3374932,广东技塑新材料股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
3356550,福建清铧茶业股份有限公司,FB000181,茶叶萃取原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
7916729,四川吉百兴食品有限公司,FB000400,食品制造,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2510273,广东福星健康产业股份有限公司,FB000910,线下现代渠道,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1885983,南京云田网络科技(集团)股份有限公司,FB000940,线上电商渠道,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
8310167,南京果果食品有限公司,FB000400,食品制造,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2869794,江苏鸿轩生态农业有限公司,FB000100,农产品原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2843942,广东金添动漫股份有限公司,FB000420,休闲食品制造,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2321678,德基科技控股有限公司,FB000700,生产设备与品控,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
546883,蚌埠化工机械制造有限公司,FB000720,核心加工设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
307320,杭州联华华商集团有限公司,FB000910,线下现代渠道,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1885378,内蒙古坤瑞玻璃股份有限公司,FB000340,玻璃包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1861705,上海南翔食品股份有限公司,FB000440,烘焙食品制造,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2367015,科伦塑业集团股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1885823,大连华富食品有限公司,FB000450,肉制品加工,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2052593,泰瑞机器股份有限公司,FB000730,灌装包装设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
288033,湖北三峡新型建材股份有限公司,FB000340,玻璃包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1247635,山东七河生物科技股份有限公司,FB000261,烘焙酵母,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1997947,上海华之邦科技股份有限公司,FB000720,核心加工设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2868440,天津三英精密仪器股份有限公司,FB000740,在线检测与品控设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
8300607,包头北辰饲料科技股份有限公司,FB000121,大豆及蛋白粕,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1326435,浙江银泰百货有限公司,FB000911,商超卖场,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2347349,恩施自治州好又多商贸有限责任公司,FB000910,线下现代渠道,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2500590,延边宝利祥蜂业股份有限公司,FB000180,茶叶与植物原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
546607,临海市国有资产投资控股集团有限公司,FB000910,线下现代渠道,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
806095,龙洋知鲜(青海)股份有限公司,FB000150,水产品,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
343334,步步高投资集团股份有限公司,FB000910,线下现代渠道,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
285754,中水集团远洋股份有限公司,FB000150,水产品,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2786099,福建佳客来食品股份有限公司,FB000450,肉制品加工,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2357001,雅安茶厂股份有限公司,FB000180,茶叶与植物原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2774173,江苏华信新材料股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2293088,山东三信商贸股份有限公司,FB000910,线下现代渠道,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2219268,衡阳华亚玻璃制品有限公司,FB000340,玻璃包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2236662,黑龙江省龙蛙农业发展股份有限公司,FB000110,粮食作物,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2264801,湖南黑美人茶业股份有限公司,FB000180,茶叶与植物原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2371587,河北星驿智慧物流股份有限公司,FB000830,冷链运输,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
7889894,海南奥特莱斯旅业开发有限公司,FB000910,线下现代渠道,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2414405,甘露国际发展有限公司,FB000170,果蔬原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2242670,甘肃华协农业生物科技股份有限公司,FB000110,粮食作物,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2347318,浙江联洋新材料股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2538475,漯河市众益达食品有限公司,FB000450,肉制品加工,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2287045,深圳市佳捷现代物流有限公司,FB000830,冷链运输,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2588730,深圳市鹏煜威科技有限公司,FB000730,灌装包装设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2779236,湖南盈田农业发展股份有限公司,FB000110,粮食作物,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2782355,黑龙江昊伟农庄食品股份有限公司,FB000110,粮食作物,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2789663,苏州万盛塑胶科技股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1326305,华烁科技股份有限公司,FB000240,乳化稳定剂与胶体,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2538437,深圳市繁兴科技股份有限公司,FB000730,灌装包装设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
285493,广西农投糖业集团股份有限公司,FB000131,白砂糖与糖浆原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2538468,广东林中宝生物科技股份有限公司,FB000490,保健食品制造,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
372403,中山凯旋真空科技股份有限公司,FB000720,核心加工设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2536526,江苏高科物流科技股份有限公司,FB000820,冷链仓储,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2264667,山东安信种苗股份有限公司,FB000170,果蔬原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2714512,苏州悦泰国际物流股份有限公司,FB000830,冷链运输,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
285562,银座集团股份有限公司,FB000911,商超卖场,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2516245,广东宝德利新材料科技股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2402102,武汉现代精工机械股份有限公司,FB000730,灌装包装设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
334219,山东胜邦塑胶有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2607002,浙江瑞邦智能装备股份有限公司,FB000730,灌装包装设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2612383,苏州欧菲特电子股份有限公司,FB000740,在线检测与品控设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2538562,河北三楷深发科技股份有限公司,FB000240,乳化稳定剂与胶体,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2538521,上海新世洋供应链管理股份有限公司,FB000830,冷链运输,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
316189,上海远洋渔业有限公司,FB000150,水产品,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2538500,安徽江淮园艺种业股份有限公司,FB000170,果蔬原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2444225,杭州环申新材料科技股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2785939,上海良时智能科技股份有限公司,FB000740,在线检测与品控设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
8036480,广东德益激光科技股份有限公司,FB000740,在线检测与品控设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
312913,联华超市股份有限公司,FB000911,商超卖场,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
861795,中国普甜食品控股有限公司,FB000450,肉制品加工,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2536530,宁夏鼎力农业开发有限公司,FB000100,农产品原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
303584,北京鹫峰科技开发股份有限公司,FB000450,肉制品加工,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
344092,金发科技股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
3388807,长沙天野有机农业有限责任公司,FB000170,果蔬原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
3270075,武汉齐达康环保科技股份有限公司,FB000740,在线检测与品控设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1993563,山东众兴泽辉新材料有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2870958,珠海华冠科技股份有限公司,FB000730,灌装包装设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
777331,北京首农股份有限公司,FB000450,肉制品加工,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1885380,内蒙古赛诺种羊科技有限公司,FB000140,畜禽产品,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2843919,江苏苏力机械股份有限公司,FB000720,核心加工设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2843914,北京爵维科技股份有限公司,FB000910,线下现代渠道,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1827393,海航科技集团有限公司,FB000830,冷链运输,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
31058356,广东兴盛迪科技股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2538533,浙江田歌实业股份有限公司,FB000400,食品制造,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
548336,秦皇岛金海粮油工业有限公司,FB000120,油料作物,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2439528,中国顺客隆控股有限公司,FB000910,线下现代渠道,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2503144,武汉金牌电工股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1326290,湖南友谊阿波罗控股股份有限公司,FB000911,商超卖场,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
608894,成都希望食品有限公司,FB000452,熟肉制品加工,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
280709,新疆塔里木河种业股份有限公司,FB000110,粮食作物,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2404061,大连华鹰玻璃股份有限公司,FB000340,玻璃包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
552942,文峰大世界连锁发展股份有限公司,FB000910,线下现代渠道,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
343541,红楼集团有限公司,FB000910,线下现代渠道,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1759652,重庆市原卤食品有限公司,FB000410,调味品制造,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
560553,江苏省江海粮油集团有限公司,FB000120,油料作物,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
351973,国机通用机械科技股份有限公司,FB000730,灌装包装设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2477861,云南福慧科技股份有限公司,FB000240,乳化稳定剂与胶体,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
547384,华润万家有限公司,FB000911,商超卖场,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2606949,广东新金山环保材料股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
336265,百联集团有限公司,FB000911,商超卖场,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
281364,粤海广南(集团)有限公司,FB000452,熟肉制品加工,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
545565,浙江亿利达风机股份有限公司,FB000820,冷链仓储,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2606624,浙江浮力森林食品有限公司,FB000440,烘焙食品制造,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
768736,福建元力活性炭股份有限公司,FB000200,食品添加剂与配料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2697193,无锡韵成塑料包装有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
549844,麦德龙商业集团有限公司,FB000911,商超卖场,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2606657,山东温声玻璃科技股份有限公司,FB000340,玻璃包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2406784,甘肃巨鹏清真食品股份有限公司,FB000170,果蔬原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2367926,厦门倍杰特科技有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2580096,广东长平世纪数字产业股份公司,FB000830,冷链运输,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
555958,加西贝拉压缩机有限公司,FB000720,核心加工设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2553414,扬中市中扬现代渔业产业发展有限公司,FB000150,水产品,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2785921,厦门元初食品股份有限公司,FB000910,线下现代渠道,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2547351,广西西江物流股份有限公司,FB000831,干线冷链运输,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1123169,辽宁晟麦实业股份有限公司,FB000120,油料作物,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2546788,常州市远东塑料科技股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
9919658,湖州鼎盛机械科技股份有限公司,FB000730,灌装包装设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2606951,广州市青怡农业科技股份有限公司,FB000911,商超卖场,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2606951,广州市青怡农业科技股份有限公司,FB000912,便利店与折扣店,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1165139,河南黄国粮业股份有限公司,FB000111,制粉用小麦,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2582896,安徽利民生物科技股份有限公司,FB000241,增稠胶体,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2276272,黄石汇波材料科技股份有限公司,FB000331,铝制两片罐,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2714521,湖南棓雅生物科技有限公司,FB000221,饮料风味香精,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
561526,宁波惠康实业有限公司,FB000820,冷链仓储,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2972078,茂名市电白发展集团有限公司,FB000452,熟肉制品加工,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
5965963,浙江睿高新材料股份有限公司,FB000240,乳化稳定剂与胶体,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2552386,杭州得润宝科技股份有限公司,FB000220,香精香料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1138211,杭州福膜新材料科技股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2546784,南京法宁格节能科技股份有限公司,FB000840,冷链包装耗材,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
4122364,云南景谷白龙茶业股份有限公司,FB000180,茶叶与植物原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2454820,界首市天鸿新材料股份有限公司,FB000310,纸包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2523732,湖北勤劳农夫生态农业股份有限公司,FB000170,果蔬原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2506875,正大蛋鸡养殖(北京)有限公司,FB000140,畜禽产品,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2540589,超音速人工智能科技股份有限公司,FB000730,灌装包装设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2547116,河北晓进机械制造股份有限公司,FB000710,原料前处理设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2547490,内蒙古华欧淀粉工业股份有限公司,FB000110,粮食作物,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
811498,株洲旗滨集团股份有限公司,FB000340,玻璃包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2547484,山东圣士达机械科技股份有限公司,FB000700,生产设备与品控,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2547474,苏州英多智能科技股份有限公司,FB000700,生产设备与品控,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2455059,上海金杉粮油食品有限公司,FB000120,油料作物,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2520930,大连汇隆活塞股份有限公司,FB000700,生产设备与品控,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
492243,浙江恒逸聚合物有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2414541,新疆双色港农业投资股份有限公司,FB000110,粮食作物,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2234289,浙江美之奥种业股份有限公司,FB000180,茶叶与植物原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
547159,南海油脂工业(赤湾)有限公司,FB000120,油料作物,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2552588,重庆市联发塑料科技股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
372860,康得新复合材料集团股份有限公司,FB000350,复合软包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2707925,苏州丰泽塑业有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2786062,山东昊月新材料股份有限公司,FB000240,乳化稳定剂与胶体,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2786057,福建本草春石斛股份有限公司,FB000180,茶叶与植物原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
1066261,内蒙古凌志马铃薯科技股份有限公司,FB000170,果蔬原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2308229,吉林省艾斯克机电有限责任公司,FB000730,灌装包装设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
314363,通达(厦门)科技有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
308592,烟台北方安德利果汁股份有限公司,FB000171,果蔬汁原料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
308592,烟台北方安德利果汁股份有限公司,FB000540,果汁与果蔬饮料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
4125145,辽宁华日高新材料股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2535952,河南环宇玻璃科技股份有限公司,FB000340,玻璃包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2369965,青岛乐克玻璃科技股份有限公司,FB000340,玻璃包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2264733,深圳市软通供应链股份有限公司,FB000830,冷链运输,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2789979,昆山吉山会津塑料工业股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2795004,青岛益生康健科技股份有限公司,FB000490,保健食品制造,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2795004,青岛益生康健科技股份有限公司,FB000910,线下现代渠道,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2264802,烟台枫林食品股份有限公司,FB000420,休闲食品制造,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
4076375,台州市祥珑食品容器科技股份有限公司,FB000320,塑料包装,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
279808,湖北洪湖蓝田水产品开发有限公司,FB000150,水产品,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
9898248,深圳市盛世智能装备股份有限公司,FB000700,生产设备与品控,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
4126867,河北兄弟伊兰食品科技股份有限公司,FB000200,食品添加剂与配料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
546961,无锡兴达泡塑新材料股份有限公司,FB000840,冷链包装耗材,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
9915121,山东新龙科技股份有限公司,FB000200,食品添加剂与配料,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
4149317,上海科泰运输制冷设备有限公司,FB000830,冷链运输,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2176014,上海金东唐科技有限公司,FB000730,灌装包装设备,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
285310,上海百联集团股份有限公司,FB000911,商超卖场,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
4126858,浙江大家食品股份有限公司,FB000421,坚果炒货,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
337417,大成生化科技集团有限公司,FB000210,甜味剂,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2405341,成都邻你生活股份有限公司,FB000912,便利店与折扣店,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2775077,黑龙江金象生化有限责任公司,FB000210,甜味剂,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
2786110,福建功夫谷股份有限公司,FB000120,油料作物,BELONGS_TO_IND_NODE,2026-07-14,,联网搜索
