节点code,节点类型,节点名称,证券代码,生效时间,失效时间
2843895,公司,广东吉邦士新材料股份有限公司,,2026-07-14,
2843914,公司,北京爵维科技股份有限公司,,2026-07-14,
2843919,公司,江苏苏力机械股份有限公司,,2026-07-14,
2843922,公司,福建沃美综合物流股份有限公司,,2026-07-14,
2843938,公司,广东金兴机械股份有限公司,,2026-07-14,
2843942,公司,广东金添动漫股份有限公司,,2026-07-14,
2844166,公司,常州荣创自动化股份有限公司,,2026-07-14,
2844189,公司,上海贯康健康科技股份有限公司,,2026-07-14,
2844215,公司,云南天行健营销服务股份有限公司,,2026-07-14,
2844248,公司,济宁鸿润食品股份有限公司,,2026-07-14,
2844252,公司,链酒科技(北京)股份有限公司,,2026-07-14,
2844324,公司,佛山沃顿装备技术股份有限公司,,2026-07-14,
2844340,公司,常州永盛新材料装备股份有限公司,,2026-07-14,
2844397,公司,深圳市普利凯新材料股份有限公司,,2026-07-14,
2844398,公司,北京天时恒生网络股份有限公司,,2026-07-14,
2844478,公司,苏州启阳新材料科技股份有限公司,,2026-07-14,
2844491,公司,北京纯聚科技股份有限公司,,2026-07-14,
2844503,公司,辽宁仁达食品股份有限公司,,2026-07-14,
2844581,公司,艾米利亚(大连)股份有限公司,,2026-07-14,
2844586,公司,安徽华运超市股份有限公司,,2026-07-14,
2844589,公司,深圳价之链跨境电商有限公司,,2026-07-14,
2844629,公司,河南喜世食品有限公司,,2026-07-14,
2844643,公司,重庆世开物流股份有限公司,,2026-07-14,
2844651,公司,陕西大唐种业股份有限公司,,2026-07-14,
2844657,公司,广州瑞远新材料股份有限公司,,2026-07-14,
2844673,公司,江苏一号农场科技股份有限公司,,2026-07-14,
2844685,公司,四川牧天食品股份有限公司,,2026-07-14,
2844698,公司,宁波瑞星时光商业股份有限公司,,2026-07-14,
2844713,公司,蚌埠天成包装科技股份有限公司,,2026-07-14,
2844740,公司,浙江卓航物流有限公司,,2026-07-14,
2844778,公司,安徽省抱儿钟秀茶业股份有限公司,,2026-07-14,
2844796,公司,绿爱控股股份有限公司,,2026-07-14,
2844798,公司,广州凌玮科技股份有限公司,,2026-07-14,
284513,公司,南京聚隆科技股份有限公司,,2026-07-14,
285213,公司,沈阳商业城股份有限公司,,2026-07-14,
285215,公司,银川新华百货商业集团股份有限公司,,2026-07-14,
285310,公司,上海百联集团股份有限公司,,2026-07-14,
285412,公司,江阴中达软塑新材料股份有限公司,,2026-07-14,
285465,公司,王府井集团股份有限公司,,2026-07-14,
285473,公司,长沙通程控股股份有限公司,,2026-07-14,
285493,公司,广西农投糖业集团股份有限公司,,2026-07-14,
285533,公司,上海百联集团股份有限公司(注销),,2026-07-14,
285555,公司,哈尔滨空调股份有限公司,,2026-07-14,
285562,公司,银座集团股份有限公司,,2026-07-14,
285564,公司,袁隆平农业高科技股份有限公司,,2026-07-14,
285575,公司,北京首商集团股份有限公司,,2026-07-14,
285577,公司,中广核核技术发展股份有限公司,,2026-07-14,
285615,公司,上海开创国际海洋资源股份有限公司,,2026-07-14,
285637,公司,大湖健康产业股份有限公司,,2026-07-14,
285661,公司,航天晨光股份有限公司,,2026-07-14,
285680,公司,上海耀皮玻璃集团股份有限公司,,2026-07-14,
285682,公司,百大集团股份有限公司,,2026-07-14,
2856867,公司,福建省平潭县远洋渔业集团有限公司,,2026-07-14,
285695,公司,上海九百股份有限公司,,2026-07-14,
285747,公司,无锡商业大厦大东方股份有限公司,,2026-07-14,
285754,公司,中水集团远洋股份有限公司,,2026-07-14,
285756,公司,上海光明肉业集团股份有限公司,,2026-07-14,
285823,公司,重庆重百科技集团股份有限公司,,2026-07-14,
285826,公司,金健米业股份有限公司,,2026-07-14,
285841,公司,中农发种业集团股份有限公司,,2026-07-14,
285863,公司,冰山冷热科技股份有限公司,,2026-07-14,
285866,公司,海南京粮控股股份有限公司,,2026-07-14,
285920,公司,湖北武昌鱼股份有限公司,,2026-07-14,
285933,公司,冰轮环境技术股份有限公司,,2026-07-14,
285979,公司,茂业商业股份有限公司,,2026-07-14,
286036,公司,黑龙江北大荒农业股份有限公司,,2026-07-14,
2860706,公司,广西玉驰智联科技有限公司,,2026-07-14,
286090,公司,山东省中鲁远洋渔业股份有限公司,,2026-07-14,
286144,公司,广东广弘控股股份有限公司,,2026-07-14,
286161,公司,中百控股集团股份有限公司,,2026-07-14,
286231,公司,兰州丽尚国潮实业集团股份有限公司,,2026-07-14,
2862373,公司,江苏元泰智能科技股份有限公司,,2026-07-14,
286289,公司,山东金晶科技股份有限公司,,2026-07-14,
286303,公司,大连友谊(集团)股份有限公司,,2026-07-14,
286305,公司,武商集团股份有限公司,,2026-07-14,
286376,公司,新疆塔里木农业综合开发股份有限公司,,2026-07-14,
286379,公司,合肥百货大楼集团股份有限公司,,2026-07-14,
286401,公司,深圳市深粮控股股份有限公司,,2026-07-14,
286421,公司,福建东百集团股份有限公司,,2026-07-14,
286424,公司,中化装备科技(青岛)股份有限公司,,2026-07-14,
286474,公司,湖北洪湖生态农业股份有限公司,,2026-07-14,
286516,公司,南京中央商场(集团)股份有限公司,,2026-07-14,
286536,公司,北京华联商厦股份有限公司,,2026-07-14,
286567,公司,中粮糖业控股股份有限公司,,2026-07-14,
286568,公司,南宁百货大楼股份有限公司,,2026-07-14,
286576,公司,上海新世界股份有限公司,,2026-07-14,
286595,公司,河南双汇投资发展股份有限公司,,2026-07-14,
286616,公司,包头华资实业股份有限公司,,2026-07-14,
286626,公司,长春欧亚集团股份有限公司,,2026-07-14,
286661,公司,万向德农股份有限公司,,2026-07-14,
286695,公司,中粮生物科技股份有限公司,,2026-07-14,
2867043,公司,四川雅茶控股集团有限公司,,2026-07-14,
286722,公司,国投丰乐种业股份有限公司,,2026-07-14,
286766,公司,中基健康产业股份有限公司,,2026-07-14,
286780,公司,上海益民商业集团股份有限公司,,2026-07-14,
286785,公司,大商股份有限公司,,2026-07-14,
2868216,公司,山东福洋生物科技股份有限公司,,2026-07-14,
2868431,公司,湖北合强机械发展股份有限公司,,2026-07-14,
2868440,公司,天津三英精密仪器股份有限公司,,2026-07-14,
2868457,公司,广州市聚赛龙工程塑料股份有限公司,,2026-07-14,
2868489,公司,江苏康杰机械股份有限公司,,2026-07-14,
2868494,公司,台州吉谷胶业股份有限公司,,2026-07-14,
2868530,公司,江苏香如生物科技股份有限公司,,2026-07-14,
286855,公司,产投三佳(安徽)科技股份有限公司,,2026-07-14,
2868623,公司,山东健源生物工程股份有限公司,,2026-07-14,
2868775,公司,北京航宇荣康科技股份有限公司,,2026-07-14,
2868902,公司,广东汇兴精工智造股份有限公司,,2026-07-14,
2869794,公司,江苏鸿轩生态农业有限公司,,2026-07-14,
2870958,公司,珠海华冠科技股份有限公司,,2026-07-14,
2871848,公司,如意情生物科技股份有限公司,,2026-07-14,
287327,公司,甘肃省敦煌种业集团股份有限公司,,2026-07-14,
287743,公司,浙江盾安禾田金属有限公司,,2026-07-14,
2878266,公司,湖北一致魔芋生物科技股份有限公司,,2026-07-14,
2878271,公司,上海沥高科技股份有限公司,,2026-07-14,
2878276,公司,无锡中星新材料科技股份有限公司,,2026-07-14,
2878897,公司,中粮家佳康食品有限公司,,2026-07-14,
287957,公司,杭州解百集团股份有限公司,,2026-07-14,
288033,公司,湖北三峡新型建材股份有限公司,,2026-07-14,
2880382,公司,中国万天控股有限公司,,2026-07-14,
2882387,公司,天津森罗科技股份有限公司,,2026-07-14,
2882390,公司,苏州欧福蛋业股份有限公司,,2026-07-14,
2882398,公司,浙江奥奇食品股份有限公司,,2026-07-14,
2882507,公司,深圳市鲜动生活股份有限公司,,2026-07-14,
2882518,公司,浙江南晶玻璃科技股份有限公司,,2026-07-14,
2882519,公司,山西宏光医用玻璃股份有限公司,,2026-07-14,
2882602,公司,常州春水堂健康科技股份有限公司,,2026-07-14,
2882604,公司,苏州康鸿智能装备股份有限公司,,2026-07-14,
2882663,公司,江苏昇和新材料科技股份有限公司,,2026-07-14,
2882682,公司,北京和海益制冷科技股份有限公司,,2026-07-14,
2882693,公司,武汉嘉铭激光股份有限公司,,2026-07-14,
288529,公司,佳华百货控股有限公司,,2026-07-14,
288935,公司,新疆生产建设兵团国有资产经营有限责任公司,,2026-07-14,
288962,公司,亨泰消费品集团有限公司,,2026-07-14,
289327,公司,利亚零售有限公司,,2026-07-14,
289551,公司,海天国际控股有限公司,,2026-07-14,
289633,公司,科达制造股份有限公司,,2026-07-14,
2896874,公司,江西晟琪科技股份有限公司,,2026-07-14,
2896888,公司,焦作康利达食品股份有限公司,,2026-07-14,
2897026,公司,佳乐宝食品股份有限公司,,2026-07-14,
291505,公司,茂业国际控股有限公司,,2026-07-14,
292082,公司,大成玉米集团有限公司,,2026-07-14,
2923799,公司,广东唯诺冠动漫食品股份有限公司,,2026-07-14,
2923893,公司,内蒙古昶辉生物科技股份有限公司,,2026-07-14,
2923898,公司,宁夏荣盛商业连锁股份有限公司,,2026-07-14,
2923986,公司,上海轶峰新材料股份有限公司,,2026-07-14,
2924077,公司,河北天天智慧商业连锁股份有限公司,,2026-07-14,
2924108,公司,浙江柚香谷控股股份有限公司,,2026-07-14,
2924110,公司,浙江鹿草堂健康科技股份有限公司,,2026-07-14,
2924267,公司,恒丰泰精密机械股份有限公司,,2026-07-14,
2924276,公司,广之益农业股份有限公司,,2026-07-14,
2924373,公司,江苏金力鸿供应链管理股份有限公司,,2026-07-14,
2924385,公司,江西博莱农业高科技股份有限公司,,2026-07-14,
2924390,公司,江西瑞尔泰控制工程股份有限公司,,2026-07-14,
2924439,公司,常州贺斯特科技股份有限公司,,2026-07-14,
2924441,公司,安徽柏兆记食品股份有限公司,,2026-07-14,
2924446,公司,安徽合益食品股份有限公司,,2026-07-14,
2924496,公司,福建绿田股份有限公司,,2026-07-14,
2924507,公司,深圳源明杰科技股份有限公司,,2026-07-14,
2924523,公司,上海大牧汗食品股份有限公司,,2026-07-14,
2924532,公司,浙江索瑞科技有限公司,,2026-07-14,
2924545,公司,厦门恒利来信息技术股份有限公司,,2026-07-14,
2924555,公司,苏州黑盾环境股份有限公司,,2026-07-14,
2924578,公司,山西百澳智能玻璃股份有限公司,,2026-07-14,
2924598,公司,重庆沁旭熊猫雷笋股份有限公司,,2026-07-14,
292506,公司,海控三鑫(蚌埠)新能源材料有限公司,,2026-07-14,
2928781,公司,广东展翠食品股份有限公司,,2026-07-14,
2932469,公司,伟本智能机电(上海)股份有限公司,,2026-07-14,
294007,公司,CEC国际控股有限公司,,2026-07-14,
2940587,公司,深圳市华成工业控制股份有限公司,,2026-07-14,
2943040,公司,合肥燕庄食用油有限责任公司,,2026-07-14,
294357,公司,北京王府井国际商业发展有限公司,,2026-07-14,
2947165,公司,上海伟隆机械设备股份有限公司,,2026-07-14,
294943,公司,武汉新华扬生物股份有限公司,,2026-07-14,
295106,公司,中国淀粉控股有限公司,,2026-07-14,
295191,公司,步步高商业连锁股份有限公司,,2026-07-14,
2952462,公司,江西润心科技股份有限公司,,2026-07-14,
2954094,公司,山东雪榕生物科技有限公司,,2026-07-14,
295576,公司,国投中鲁果汁股份有限公司,,2026-07-14,
2955991,公司,天津市大林新材料科技股份有限公司,,2026-07-14,
2956088,公司,宁波飞润海洋生物科技股份有限公司,,2026-07-14,
2956304,公司,华威粘结材料(上海)股份有限公司,,2026-07-14,
2956393,公司,浙江香海食品股份有限公司,,2026-07-14,
2956394,公司,锦州亿仕达石英新材料股份有限公司,,2026-07-14,
2956404,公司,美灵宝现代农业股份有限公司,,2026-07-14,
2956702,公司,杭州网娘电子商务股份有限公司,,2026-07-14,
2956721,公司,广东顺力智能物流装备股份有限公司,,2026-07-14,
2956726,公司,苏州永联天天鲜配送股份有限公司,,2026-07-14,
2956759,公司,广东宾豪科技股份有限公司,,2026-07-14,
2956767,公司,河南腾飞高分子复合材料股份有限公司,,2026-07-14,
2956959,公司,南京味洲航空食品股份有限公司,,2026-07-14,
2956964,公司,甘肃陇萃堂营养保健食品股份有限公司,,2026-07-14,
2957001,公司,上海龙达塑料科技股份有限公司,,2026-07-14,
2957047,公司,福建省沈郎油茶股份有限公司,,2026-07-14,
2957048,公司,上海盈达空调设备股份有限公司,,2026-07-14,
2957561,公司,昆山恒光塑胶股份有限公司,,2026-07-14,
2957572,公司,吉林省一机分离机械制造股份有限公司,,2026-07-14,
2957599,公司,山东巴罗克生物科技股份有限公司,,2026-07-14,
2957632,公司,山西太康高科节能股份有限公司,,2026-07-14,
2957636,公司,安徽荷金来农业发展股份有限公司,,2026-07-14,
295992,公司,明辉国际控股有限公司,,2026-07-14,
296562,公司,滕州金晶玻璃有限公司,,2026-07-14,
2972078,公司,茂名市电白发展集团有限公司,,2026-07-14,
2973588,公司,大庆华洋数码彩印有限公司,,2026-07-14,
2978495,公司,石家庄巨力科技股份有限公司,,2026-07-14,
2978497,公司,东营新山海奥特莱斯商业管理有限公司,,2026-07-14,
2978506,公司,安徽宇宁果胶股份有限公司,,2026-07-14,
2978531,公司,广东恺斯铭实业控股有限公司,,2026-07-14,
2978571,公司,重庆富贵万年新材料股份有限公司,,2026-07-14,
2978581,公司,成都鹏翔运通物流有限公司,,2026-07-14,
2978723,公司,浙江蜂联生物科技有限公司,,2026-07-14,
2978737,公司,深圳市新良田科技股份有限公司,,2026-07-14,
2978775,公司,广东乐善智能装备股份有限公司,,2026-07-14,
2978800,公司,湖北仕外田源网商股份有限公司,,2026-07-14,
2978814,公司,芜湖华海生物科技股份有限公司,,2026-07-14,
2978816,公司,浙江中孚环境设备股份有限公司,,2026-07-14,
2978841,公司,江西盛态粮食股份有限公司,,2026-07-14,
2978846,公司,北京泰和佳科技股份有限公司,,2026-07-14,
2978871,公司,深圳万方网络股份有限公司,,2026-07-14,
2991901,公司,广东便捷神科技股份有限公司,,2026-07-14,
299286,公司,永旺(香港)百货有限公司,,2026-07-14,
2994014,公司,福建闽威实业股份有限公司,,2026-07-14,
2994195,公司,厦门清雅源科技有限公司,,2026-07-14,
2994232,公司,江苏先卓食品科技股份有限公司,,2026-07-14,
2994321,公司,海南希源生态农业股份有限公司,,2026-07-14,
299433,公司,中国玻璃控股有限公司,,2026-07-14,
2994544,公司,高地股份有限公司,,2026-07-14,
2994953,公司,景德镇陶邑文化发展有限公司,,2026-07-14,
299774,公司,山东好当家海洋发展股份有限公司,,2026-07-14,
300656,公司,金源发展国际实业有限公司,,2026-07-14,
300780,公司,保龄宝生物股份有限公司,,2026-07-14,
301239,公司,上海史密富智能装备股份有限公司,,2026-07-14,
30126331,公司,山东源邦新材料股份有限公司,,2026-07-14,
3013406,公司,亚洲富思集团控股有限公司,,2026-07-14,
301903,公司,广东美的制冷设备有限公司,,2026-07-14,
3019709,公司,安徽鑫民玻璃股份有限公司,,2026-07-14,
3021894,公司,江苏大丰华丰种业股份有限公司,,2026-07-14,
302245,公司,南顺(香港)有限公司,,2026-07-14,
302868,公司,山东安德利集团有限公司,,2026-07-14,
303584,公司,北京鹫峰科技开发股份有限公司,,2026-07-14,
3036698,公司,浙江沐家家居股份有限公司,,2026-07-14,
3037488,公司,上海旭梅食品科技股份有限公司,,2026-07-14,
3038096,公司,富诺健康股份有限公司,,2026-07-14,
3038104,公司,河南鱼麦堂农业科技股份有限公司,,2026-07-14,
3038157,公司,乾丰供应链(上海)股份有限公司,,2026-07-14,
3038274,公司,苏州穿山甲机器人股份有限公司,,2026-07-14,
3038278,公司,天津海宏科技股份有限公司,,2026-07-14,
3038290,公司,浙江荣舟海洋产业股份有限公司,,2026-07-14,
3042580,公司,平太荣远洋渔业集团有限公司,,2026-07-14,
304471,公司,中国绿色食品(控股)有限公司,,2026-07-14,
3045138,公司,上海优壹电子商务有限公司,,2026-07-14,
3045139,公司,山西新元太生物科技股份有限公司,,2026-07-14,
306177,公司,清芝融科商用机器股份有限公司,,2026-07-14,
307320,公司,杭州联华华商集团有限公司,,2026-07-14,
308509,公司,华泰集团有限公司,,2026-07-14,
308592,公司,烟台北方安德利果汁股份有限公司,,2026-07-14,
309180,公司,太和控股有限公司,,2026-07-14,
309521,公司,中建材玻璃新材料研究院集团有限公司,,2026-07-14,
31058356,公司,广东兴盛迪科技股份有限公司,,2026-07-14,
310614,公司,恒基兆业发展有限公司,,2026-07-14,
311859,公司,青岛澳柯玛新材料有限责任公司,,2026-07-14,
312782,公司,獐子岛集团股份有限公司,,2026-07-14,
312913,公司,联华超市股份有限公司,,2026-07-14,
313078,公司,浙江盾安精工集团有限公司,,2026-07-14,
314363,公司,通达(厦门)科技有限公司,,2026-07-14,
315324,公司,广州市广百股份有限公司,,2026-07-14,
315785,公司,北京京客隆商业集团股份有限公司,,2026-07-14,
315887,公司,软控股份有限公司,,2026-07-14,
316189,公司,上海远洋渔业有限公司,,2026-07-14,
316696,公司,永安国际有限公司,,2026-07-14,
317020,公司,彩虹集团有限公司,,2026-07-14,
317029,公司,长沙通程实业(集团)有限公司,,2026-07-14,
317774,公司,山东省商业集团有限公司,,2026-07-14,
318654,公司,中国洛阳浮法玻璃集团有限责任公司,,2026-07-14,
319948,公司,孟州市金玉米有限责任公司,,2026-07-14,
321447,公司,中国中纺集团有限公司,,2026-07-14,
323150,公司,江苏苏豪天鹏农产品集团有限公司,,2026-07-14,
323444,公司,武汉国有资本投资运营集团有限公司,,2026-07-14,
325611,公司,庆安集团有限公司,,2026-07-14,
325785,公司,上海市糖业烟酒(集团)有限公司,,2026-07-14,
325899,公司,深圳茂业商厦有限公司,,2026-07-14,
3262225,公司,新疆天宇能源科技发展有限公司,,2026-07-14,
3264195,公司,山东香驰健源生物科技有限公司,,2026-07-14,
326439,公司,中集安瑞醇科技股份有限公司,,2026-07-14,
3264777,公司,四川吉恒食品有限公司,,2026-07-14,
3266133,公司,山东玉鑫环保科技股份有限公司,,2026-07-14,
326684,公司,利福国际集团有限公司,,2026-07-14,
3268469,公司,晶石科技(中国)股份有限公司,,2026-07-14,
3269624,公司,中显智能齐家控股有限公司,,2026-07-14,
3270074,公司,阿巴嘎旗额尔敦食品有限公司,,2026-07-14,
3270075,公司,武汉齐达康环保科技股份有限公司,,2026-07-14,
3270080,公司,黑龙江省北味菌业科技集团股份有限公司,,2026-07-14,
3270217,公司,美泰科技(青岛)股份有限公司,,2026-07-14,
3270231,公司,广东康美风数控设备股份有限公司,,2026-07-14,
3270302,公司,丰润生物科技股份有限公司,,2026-07-14,
3279791,公司,镇江东方山源电热有限公司,,2026-07-14,
3280102,公司,广东伟的新材料股份有限公司,,2026-07-14,
3281760,公司,广东道生科技股份有限公司,,2026-07-14,
3282151,公司,石家庄圣宏达热能工程技术股份有限公司,,2026-07-14,
3282154,公司,上海飞为智能系统股份有限公司,,2026-07-14,
3282755,公司,河南永丰面业股份有限公司,,2026-07-14,
3282995,公司,弥明生活百货控股有限公司,,2026-07-14,
3283975,公司,巴彦淖尔市圣牧高科生态草业有限公司,,2026-07-14,
3284025,公司,浙江华谌科技有限公司,,2026-07-14,
3284050,公司,江苏伊维达智能科技股份有限公司,,2026-07-14,
3284162,公司,上海大茂晟科技股份有限公司,,2026-07-14,
328950,公司,浙江大东南集团有限公司,,2026-07-14,
329036,公司,新疆赛里木现代农业股份有限公司,,2026-07-14,
329152,公司,超大现代农业(控股)有限公司,,2026-07-14,
3293738,公司,山东凤祥股份有限公司,,2026-07-14,
329605,公司,浙江海正生物材料股份有限公司,,2026-07-14,
330186,公司,河南省漯河市双汇实业集团有限责任公司,,2026-07-14,
330469,公司,中国海升果汁控股有限公司,,2026-07-14,
3306720,公司,新疆吐鲁番果业有限公司,,2026-07-14,
3308033,公司,福建南平太阳高新材料有限公司,,2026-07-14,
3316120,公司,漳州绿州农业发展股份有限公司,,2026-07-14,
3317339,公司,宁波吉象塑胶科技股份有限公司,,2026-07-14,
3317340,公司,吉林唐豆豆食品股份有限公司,,2026-07-14,
3317349,公司,广州达茵新型材料股份有限公司,,2026-07-14,
3317505,公司,广州中设机器人智能装备股份有限公司,,2026-07-14,
3317720,公司,安徽信盟装备股份有限公司,,2026-07-14,
3319153,公司,中邮科技股份有限公司,,2026-07-14,
3320132,公司,运兴泰集团控股有限公司,,2026-07-14,
3320591,公司,天津福臻工业装备有限公司,,2026-07-14,
332131,公司,武汉商联(集团)股份有限公司,,2026-07-14,
3322204,公司,湖南元亨科技股份有限公司,,2026-07-14,
3329070,公司,南京肯特复合材料股份有限公司,,2026-07-14,
333138,公司,上海汉钟精机股份有限公司,,2026-07-14,
3336300,公司,椰丰集团有限公司,,2026-07-14,
3336302,公司,信良记食品科技(北京)有限公司,,2026-07-14,
333893,公司,江苏恒达时代科技股份有限公司,,2026-07-14,
334046,公司,无锡环宇包装材料有限公司,,2026-07-14,
334219,公司,山东胜邦塑胶有限公司,,2026-07-14,
3342650,公司,山东迪森生物科技有限公司,,2026-07-14,
3346154,公司,台州银泰商业有限公司,,2026-07-14,
3347576,公司,深圳市宝盛自动化设备有限公司,,2026-07-14,
334776,公司,香港食品投资控股有限公司,,2026-07-14,
3348386,公司,Cool Link (Holdings) Limited,,2026-07-14,
3349696,公司,福建路通管业科技股份有限公司,,2026-07-14,
3355936,公司,广东汇伟塑胶股份有限公司,,2026-07-14,
3355938,公司,滨州隆鑫天润食品股份有限公司,,2026-07-14,
3355950,公司,厦门娜其尔生物科技股份有限公司,,2026-07-14,
3355951,公司,江苏良友正大股份有限公司,,2026-07-14,
3356184,公司,山东东阿百年堂阿胶生物制品股份有限公司,,2026-07-14,
3356219,公司,江西正味食品有限公司,,2026-07-14,
3356229,公司,东莞市森泰玻璃科技股份有限公司,,2026-07-14,
3356268,公司,江苏普莱克红梅色母料股份有限公司,,2026-07-14,
3356274,公司,张家港福吉佳食品股份有限公司,,2026-07-14,
3356343,公司,广东南亮艺术玻璃科技股份有限公司,,2026-07-14,
3356550,公司,福建清铧茶业股份有限公司,,2026-07-14,
3356573,公司,广州莱因智能装备股份有限公司,,2026-07-14,
3356574,公司,贵州博联茶业股份有限公司,,2026-07-14,
3356652,公司,洋浦华良物流有限公司,,2026-07-14,
3356657,公司,江苏味巴哥食品股份有限公司,,2026-07-14,
3356802,公司,佛山光腾新能源股份有限公司,,2026-07-14,
3356809,公司,广东格瑞新材料股份有限公司,,2026-07-14,
3360412,公司,苏州市和科达超声设备有限公司,,2026-07-14,
336265,公司,百联集团有限公司,,2026-07-14,
336408,公司,至源控股有限公司,,2026-07-14,
3368473,公司,苏州富顺新型包装材料股份有限公司,,2026-07-14,
337243,公司,上海华峰超纤科技股份有限公司,,2026-07-14,
337417,公司,大成生化科技集团有限公司,,2026-07-14,
3374932,公司,广东技塑新材料股份有限公司,,2026-07-14,
3374936,公司,广东雅琪生物科技股份有限公司,,2026-07-14,
3380877,公司,大洋环球控股有限公司,,2026-07-14,
3383436,公司,渤海水产股份有限公司,,2026-07-14,
3385494,公司,乐昌市沃府新材料有限公司,,2026-07-14,
338636,公司,北京新华空港航空食品有限公司,,2026-07-14,
338701,公司,鲜驰达控股集团有限公司,,2026-07-14,
3387194,公司,天津市双马香精香料股份有限公司,,2026-07-14,
338850,公司,中国雨润食品集团有限公司,,2026-07-14,
3388807,公司,长沙天野有机农业有限责任公司,,2026-07-14,
3390052,公司,广东百拓科技发展股份有限公司,,2026-07-14,
3390070,公司,南京索尔玻璃科技股份有限公司,,2026-07-14,
3390073,公司,杭州博可生物科技股份有限公司,,2026-07-14,
3390887,公司,安康荣泰农业科技股份有限公司,,2026-07-14,
3390910,公司,黑龙江省四宝生物科技股份有限公司,,2026-07-14,
339260,公司,浙江精工集成科技股份有限公司,,2026-07-14,
339355,公司,中国水产舟山海洋渔业制品有限公司,,2026-07-14,
3394674,公司,中集安瑞科投资控股(深圳)有限公司,,2026-07-14,
339625,公司,深圳市三鑫精美特玻璃有限公司,,2026-07-14,
3396592,公司,连云港大吉塑业有限公司,,2026-07-14,
3396603,公司,苏州瑞高新材料股份有限公司,,2026-07-14,
339808,公司,卓悦控股有限公司,,2026-07-14,
3399610,公司,震坤行工业超市(上海)有限公司,,2026-07-14,
340024,公司,新世界百货中国有限公司,,2026-07-14,
341228,公司,中国汇源果汁集团有限公司,,2026-07-14,
3415404,公司,江苏百思福科技股份有限公司,,2026-07-14,
3417997,公司,禾朗食品南通有限公司,,2026-07-14,
3420350,公司,广东真美食品股份有限公司,,2026-07-14,
342247,公司,海南神农种业科技股份有限公司,,2026-07-14,
3424354,公司,江门丽宫侨宝陈皮健康产业发展股份有限公司,,2026-07-14,
3426157,公司,秦皇岛慈生堂食品股份有限公司,,2026-07-14,
3426322,公司,安徽徽生源生物科技股份有限公司,,2026-07-14,
3426363,公司,山西东方亮生命科技股份有限公司,,2026-07-14,
342704,公司,中国电器科学研究院股份有限公司,,2026-07-14,
3427477,公司,山东名流泵业科技股份有限公司,,2026-07-14,
3427480,公司,大连御龙生态渔业股份有限公司,,2026-07-14,
343334,公司,步步高投资集团股份有限公司,,2026-07-14,
343421,公司,北京物美商业集团股份有限公司,,2026-07-14,
343541,公司,红楼集团有限公司,,2026-07-14,
34402992,公司,苏州美昱新材料股份有限公司,,2026-07-14,
344092,公司,金发科技股份有限公司,,2026-07-14,
344219,公司,山东东方海洋集团有限公司,,2026-07-14,
344441,公司,先施有限公司,,2026-07-14,
345014,公司,坚宝国际控股有限公司,,2026-07-14,
345778,公司,秦皇岛北方玻璃有限公司,,2026-07-14,
346481,公司,国美电器有限公司,,2026-07-14,
346642,公司,广州岭南商旅投资集团有限公司,,2026-07-14,
346651,公司,巨轮智能装备股份有限公司,,2026-07-14,
347758,公司,大连富士冰山自动售货机有限公司,,2026-07-14,
348924,公司,世纪金花商业控股有限公司,,2026-07-14,
349777,公司,金鹰商贸集团有限公司,,2026-07-14,
349945,公司,力宝华润有限公司,,2026-07-14,
350393,公司,深圳市兴龙机械模具有限公司,,2026-07-14,
350750,公司,海航商业控股有限公司,,2026-07-14,
351208,公司,大连微冷食品股份有限公司,,2026-07-14,
351429,公司,百盛商业集团有限公司,,2026-07-14,
351587,公司,沧州明珠塑料股份有限公司,,2026-07-14,
351973,公司,国机通用机械科技股份有限公司,,2026-07-14,
352119,公司,北京华联精品超市有限公司,,2026-07-14,
352562,公司,宝国国际控股有限公司,,2026-07-14,
352675,公司,物美科技集团有限公司,,2026-07-14,
354858,公司,江西海源复合材料科技股份有限公司,,2026-07-14,
356358,公司,浙江诸暨第一百货有限公司,,2026-07-14,
356832,公司,烟台双塔食品股份有限公司,,2026-07-14,
357430,公司,中国康大食品有限公司,,2026-07-14,
358696,公司,博爱新开源医疗科技集团股份有限公司,,2026-07-14,
359429,公司,深圳赫美集团股份有限公司,,2026-07-14,
360016,公司,湖南友谊阿波罗商业股份有限公司,,2026-07-14,
361947,公司,湖南凯美特气体股份有限公司,,2026-07-14,
361950,公司,江苏百川高科新材料股份有限公司,,2026-07-14,
362361,公司,人人乐连锁商业集团股份有限公司,,2026-07-14,
363100,公司,上海普利特复合材料股份有限公司,,2026-07-14,
363171,公司,上海奇想青晨新材料科技股份有限公司,,2026-07-14,
363332,公司,上海徐家汇商城股份有限公司,,2026-07-14,
363449,公司,益海嘉里金龙鱼食品集团股份有限公司,,2026-07-14,
364310,公司,天虹数科商业股份有限公司,,2026-07-14,
365232,公司,供销大集集团股份有限公司,,2026-07-14,
365234,公司,中国南玻集团股份有限公司,,2026-07-14,
365342,公司,深圳市昌红科技股份有限公司,,2026-07-14,
365383,公司,安徽荃银高科种业股份有限公司,,2026-07-14,
365385,公司,深圳市爱施德股份有限公司,,2026-07-14,
369385,公司,山东得利斯食品股份有限公司,,2026-07-14,
372403,公司,中山凯旋真空科技股份有限公司,,2026-07-14,
372860,公司,康得新复合材料集团股份有限公司,,2026-07-14,
373031,公司,杭氧集团股份有限公司,,2026-07-14,
382074,公司,北京首农食品集团有限公司,,2026-07-14,
